Price,Bedroom2,Landsize,BuildingArea,Lattitude,Longtitude
2340000,4,586,,-37.8541,145.0738
3310000,3,662,265.0,-37.8605,145.0455
1601000,3,453,102.0,-37.8487,145.0592
797000,2,97,,-37.8637,145.0632
910000,2,157,97.0,-37.8499,145.0814
1315000,3,184,,-37.8644,145.063
683000,3,697,,-37.6969,144.9425
1158000,3,1011,,-37.7115,144.912
793000,4,677,,-37.7088,144.9204
780000,3,742,101.0,-37.702,144.9538
420000,2,1137,82.0,-37.7045,144.9204
895000,3,697,148.0,-37.7097,144.9256
885000,3,751,145.0,-37.6962,144.9376
597500,3,663,84.0,-37.6962,144.9349
690000,3,650,,-37.699,144.9421
822000,3,738,107.4,-37.6972,144.941
710000,3,587,,-37.6995,144.905
730000,3,563,,-37.702,144.9173
901000,3,702,,-37.709,144.9368
643000,3,674,,-37.6957,144.9231
645000,5,227,152.0,-37.6979,144.941
595000,3,258,142.6,-37.7047,144.9087
820000,3,697,,-37.7073,144.9355
1050000,4,715,271.0,-37.709,144.9373
621000,3,694,,-37.6977,144.9116
705000,3,694,110.0,-37.6974,144.9112
590000,3,0,118.0,-37.7074,144.9266
680000,3,243,133.0,-37.7116,144.9357
935000,3,666,176.0,-37.7015,144.9191
720000,3,300,,-37.7098,144.9266
725000,3,585,,-37.71,144.9464
740000,3,605,145.0,-37.706,144.9467
880000,4,530,530.0,-37.7058,144.9431
630000,3,240,,-37.7114,144.9396
1615000,3,681,,-37.9462,145.0193
2513000,3,766,,-37.9346,145.0049
1910000,4,351,,-37.9449,145.0167
1620000,3,699,,-37.9453,145.0176
1789000,2,650,,-37.9338,145.0143
837000,2,516,92.0,-37.9365,145.0008
2500000,4,684,317.0,-37.9436,145.0169
665000,2,136,,-37.9427,145.0052
1560000,3,611,,-37.9449,145.02
860000,2,90,90.0,-37.9354,144.9994
1475000,3,251,,-37.9411,145.0011
840000,2,171,,-37.9358,144.9996
1700000,3,338,132.0,-37.8139,145.0243
440000,1,0,51.0,-37.8194,145.0397
580000,2,1063,,-37.8159,145.0194
535000,1,918,50.0,-37.8294,145.033
635000,2,2679,78.0,-37.8261,145.0269
317500,1,0,55.0,-37.826,145.0239
160000,1,322,,-37.8198,145.0373
360000,1,6494,77.5,-37.8254,145.0255
300000,1,0,,-37.8143,145.0319
1800000,2,221,106.0,-37.8163,145.0251
275000,1,479,30.0,-37.8292,145.0322
1300000,3,126,,-37.8255,145.029
1525000,3,269,134.0,-37.8162,145.0206
1620000,2,201,,-37.8173,145.0246
1985000,3,254,,-37.8287,145.0419
1750000,3,368,,-37.8288,145.0398
2100000,4,383,,-37.8237,145.0311
560000,2,0,82.3,-37.832,145.0431
3750000,5,858,,-37.8395,145.0534
780000,3,0,,-37.8414,145.0505
500000,2,710,,-37.8259,145.0483
1264000,3,0,187.0,-37.8302,145.0527
1462000,2,0,,-37.8315,145.0559
440000,1,2306,,-37.8227,145.0528
1575000,3,305,,-37.8309,145.0451
1320000,2,325,,-37.8355,145.044
3600000,4,667,310.0,-37.8374,145.0511
2425000,4,729,278.0,-37.8343,145.0488
1890000,3,224,,-37.8368,145.0508
400500,1,71,,-37.8372,145.0433
1405000,3,185,185.0,-37.8255,145.0481
2102000,3,271,126.0,-37.8256,145.0486
435000,2,1536,,-37.8307,145.0493
375000,1,0,,-37.8362,145.0543
555000,2,0,64.0,-37.8254,145.0474
532000,2,0,,-37.8244,145.0517
1450000,4,952,,-37.7511,145.0772
1340000,3,600,,-37.7523,145.0676
630000,2,86,,-37.7586,145.0629
1271000,3,330,171.0,-37.7524,145.06
610000,4,152,,-37.7505,145.0703
910000,2,733,,-37.7442,145.0528
665000,2,263,84.0,-37.7428,145.0511
575000,3,192,91.0,-37.7388,145.0581
706000,4,374,113.0,-37.7437,145.0506
780000,2,433,,-37.7521,145.0516
601000,3,200,,-37.7399,145.054
805000,3,592,,-37.7421,145.0487
690000,2,563,,-37.7383,145.0555
682000,2,341,,-37.7366,145.0509
657000,3,317,95.0,-37.7397,145.0513
630000,3,0,123.0,-37.7502,145.0465
880000,3,689,,-37.7382,145.0451
687000,3,489,,-37.7364,145.0379
650000,2,465,81.0,-37.7369,145.0371
855000,3,658,99.0,-37.7445,145.0386
613000,2,391,74.0,-37.7349,145.0398
640000,3,476,200.0,-37.7339,145.0405
442000,1,290,,-37.7434,145.0468
810000,3,747,,-37.7348,145.0402
950000,3,695,,-37.7416,145.0406
725000,4,585,,-37.7469,145.0448
998000,3,246,,-37.9031,145.0804
1340000,4,370,255.79,-37.8919,145.0781
2190000,4,695,,-37.8938,145.0785
980000,2,387,,-37.9021,145.0837
720000,2,795,,-37.9087,145.0799
990000,3,377,,-37.7573,145.0496
1410000,4,449,252.0,-37.777,145.0414
970000,3,459,,-37.7639,145.0377
1650000,4,589,185.0,-37.7671,145.037
3020000,4,1250,,-37.7639,145.0506
1689000,5,633,,-37.7615,145.0309
690000,2,1465,,-37.7735,145.0403
1851000,3,618,215.0,-37.7817,145.0391
1110000,3,366,,-37.7701,145.0385
1060000,3,219,,-37.7679,145.0466
2100000,2,1003,,-37.7752,145.0579
2325000,5,737,325.0,-37.7794,145.0647
2400000,3,1132,240.0,-37.7715,145.0688
1740000,3,792,,-37.774,145.0654
646000,4,658,198.0,-37.7358,144.8217
570000,3,557,,-37.7279,144.8224
843000,3,573,176.0,-37.7473,144.8555
835000,3,700,126.0,-37.7322,144.8722
635000,3,162,115.0,-37.7308,144.8664
490000,2,220,,-37.7346,144.8584
745000,3,535,134.0,-37.7475,144.852
941000,3,703,111.0,-37.746,144.8651
738000,3,546,,-37.7486,144.8565
912000,3,660,,-37.7466,144.8707
745000,3,224,,-37.7426,144.868
570000,2,55,,-37.7388,144.8767
885000,4,814,,-37.7317,144.8619
3800000,5,609,424.0,-37.8064,145.0451
700000,2,0,,-37.7977,145.0333
752000,3,0,102.0,-37.794,145.033
690000,3,111,3.0,-37.7941,145.0238
468000,1,0,,-37.8083,145.0382
2600000,4,320,186.36,-37.8127,145.0451
4515000,5,800,490.0,-37.8147,145.0571
3160000,5,811,,-37.8013,145.028
820000,2,826,95.0,-37.805,145.0546
2150000,4,543,,-37.8144,145.0358
1965000,3,813,,-37.7993,145.0451
2425000,5,520,,-37.8101,145.0464
643000,2,0,,-37.8018,145.0376
835000,3,247,147.2,-37.7944,145.0327
736000,2,964,,-37.8022,145.035
590000,2,838,70.0,-37.7974,145.0526
1402000,3,422,120.0,-37.7927,145.056
1205000,3,270,,-37.7864,145.0631
1190000,3,276,105.0,-37.8082,144.8828
1205000,4,318,145.0,-37.8105,144.8803
860000,3,555,168.0,-37.8083,144.8754
760000,3,584,,-37.7858,144.8757
873000,3,625,,-37.7876,144.8752
640000,2,206,,-37.7887,144.8828
680000,3,2787,,-37.7794,144.872
725000,3,260,,-37.7825,144.8833
472500,2,315,89.0,-37.7835,144.8723
675000,3,159,128.0,-37.785,144.8673
405000,2,2787,75.0,-37.7794,144.872
838000,4,294,194.0,-37.7844,144.8758
930000,3,660,88.0,-37.7851,144.8654
365000,1,0,46.0,-37.8691,145.0345
1000000,2,156,,-37.8486,145.0321
456000,1,4721,,-37.8515,145.0372
2250000,3,192,191.0,-37.8654,145.0297
2000000,3,360,,-37.8636,145.0301
2250000,3,840,170.0,-37.883,145.0791
3200000,4,709,214.0,-37.8693,145.0423
1380000,3,572,,-37.8757,145.066
267500,1,2410,,-37.8779,145.0873
1290000,4,395,,-37.8914,145.0842
2020000,3,711,196.0,-37.8723,145.0387
1211000,2,259,99.0,-37.8718,145.0526
1380000,4,230,178.0,-37.8806,145.0831
1715157,4,380,160.0,-37.8792,145.0869
1510000,4,274,225.98,-37.873,145.0664
1220000,3,446,134.0,-37.8784,145.0654
1465000,4,559,,-37.873,145.0665
431000,2,0,,-37.7722,144.8807
1620000,5,601,274.0,-37.7637,144.8843
1190000,4,224,205.0,-37.7641,144.8885
432000,1,0,,-37.8116,144.9603
1850000,4,0,213.0,-37.8177,144.9544
333000,1,0,41.0,-37.8122,144.9582
452000,2,0,60.0,-37.8084,144.9602
895000,3,0,,-37.8095,144.9691
275000,1,0,52.0,-37.8199,144.9558
683000,2,1136,88.0,-37.8211,144.9559
640000,2,0,66.0,-37.8106,144.9646
1865000,4,609,,-37.8149,145.11
2100000,4,719,271.0,-37.812,145.1082
442500,2,0,,-37.8212,145.1064
1587000,3,624,,-37.8203,145.1105
2365000,4,636,,-37.8127,145.107
296000,1,0,,-37.7605,144.9071
1531000,4,508,,-37.7709,144.9338
439000,2,0,70.0,-37.7679,144.9245
1040000,2,313,95.0,-37.7663,144.9098
1670000,3,803,166.0,-37.7627,144.9047
1940000,4,675,228.0,-37.7686,144.912
560000,2,0,63.0,-37.7675,144.92
940000,2,428,,-37.773,144.9332
1515000,4,574,203.0,-37.7644,144.9061
1100000,3,169,,-37.7595,144.9255
1350000,2,459,,-37.7589,144.9184
2300000,5,597,322.0,-37.7611,144.9095
1302500,2,455,,-37.7692,144.9353
1420200,3,543,,-37.7619,144.9083
970000,2,272,85.0,-37.7641,144.9073
1070000,3,231,130.0,-37.7616,144.9284
542000,2,0,82.0,-37.7679,144.9245
1240000,3,275,106.0,-37.767,144.9108
955000,4,431,246.0,-37.7615,144.9094
1410000,3,256,,-37.7685,144.9294
1656000,4,651,199.0,-37.8879,145.0768
707000,2,646,92.0,-37.8949,145.072
770000,2,194,,-37.8953,145.0731
582000,2,1113,93.0,-37.8892,145.0664
490000,2,0,,-37.9025,145.066
1255000,3,557,108.0,-37.9059,145.0733
420500,2,0,,-37.8913,145.0673
261000,1,0,,-37.8867,145.0699
535000,2,77,77.0,-37.8999,145.0643
586000,2,0,75.0,-37.8882,145.0666
926000,2,308,,-37.8907,145.0761
1230000,4,402,146.0,-37.8433,144.8774
1560000,4,480,235.0,-37.8439,144.8733
2000000,3,1070,,-37.836,144.8784
820000,2,342,,-37.8425,144.8766
1530000,3,588,,-37.8485,144.8909
1400000,3,644,,-37.8457,144.8924
1200000,3,484,,-37.8437,144.8809
1325500,3,367,,-37.844,144.889
890000,2,165,9.0,-37.8415,144.884
975000,3,333,192.0,-37.8334,144.8673
1820000,5,760,229.0,-37.8437,144.865
900000,3,575,128.0,-37.8389,144.8666
1410000,3,315,,-37.8496,144.8868
1700000,1,622,,-37.8497,144.8903
956000,4,540,113.0,-37.8339,144.8716
1215000,2,482,,-37.8358,144.8803
828000,3,459,,-37.8415,144.8698
1650000,4,837,173.0,-37.837,144.8772
2337000,4,580,222.0,-37.8477,144.8903
1370000,3,752,,-37.8481,144.8721
1070000,2,480,,-37.8431,144.8919
1075000,3,452,146.0,-37.8402,144.8886
1100000,3,761,,-37.8464,144.865
1312000,3,650,,-37.7375,144.8885
960000,3,626,,-37.7421,144.8851
935000,3,657,,-37.7356,144.8859
810000,3,297,139.0,-37.738,144.8865
1200000,3,650,,-37.7436,144.8856
850000,3,795,,-37.736,144.8771
944000,3,597,,-37.7473,144.8905
510000,2,167,69.0,-37.7343,144.8824
325000,1,710,58.0,-37.7355,144.8874
800000,3,202,151.0,-37.7418,144.8833
1450000,3,650,,-37.7368,144.8886
500000,3,1218,94.0,-37.736,144.8886
1405000,1,649,,-37.7356,144.8799
1343000,2,263,,-37.777,144.992
680000,2,1106,70.0,-37.7679,144.9994
695000,2,120,,-37.7715,145.0075
420000,2,1000,,-37.7836,145.0139
1300000,3,191,108.0,-37.7717,144.995
995000,2,228,110.0,-37.7634,144.9985
1750000,5,406,225.0,-37.7751,145.0099
1822000,4,728,,-37.7825,145.0072
280000,1,0,,-37.7827,145.0113
1100000,2,189,,-37.7767,144.9924
1610000,3,411,,-37.7744,145.0077
970000,2,326,,-37.7681,145.0119
970000,2,173,,-37.7806,145.0097
2990000,4,557,,-37.7721,145.0004
1050000,2,181,85.0,-37.7659,144.9903
1290000,2,259,,-37.7741,145.0073
471250,2,1000,,-37.7836,145.0139
1235000,3,534,127.0,-37.7677,145.0142
600000,2,161,112.0,-37.712,144.9175
955000,3,690,,-37.7167,144.9127
601000,3,220,90.0,-37.7131,144.9091
755000,3,341,170.0,-37.7166,144.9104
1400000,3,730,,-37.7167,144.9216
1005000,5,647,,-37.719,144.9254
860000,4,301,,-37.7149,144.9153
1306000,5,700,,-37.7206,144.9194
1250000,4,568,,-37.7136,144.927
648000,3,0,94.0,-37.7188,144.9243
2525000,4,1143,,-37.8952,145.0928
1615000,4,537,199.0,-37.91,145.096
655000,3,160,104.0,-37.8946,145.0944
1351000,5,707,175.0,-37.9098,145.097
1205000,3,570,,-37.9066,145.0869
676000,2,257,,-37.9067,145.0921
1145000,4,538,,-37.895,145.1014
1600000,4,691,213.0,-37.8999,145.0993
1840000,4,598,222.0,-37.898,145.0928
1300000,3,670,,-37.9067,145.053
2250000,5,699,228.0,-37.908,145.0502
437500,2,0,74.0,-37.9023,145.0461
960000,3,199,167.0,-37.9034,145.0409
1486000,4,618,,-37.9051,145.0473
1425000,4,314,189.0,-37.9084,145.0532
311500,1,0,,-37.9032,145.0455
835000,3,0,,-37.7867,144.9572
3970000,4,289,,-37.7959,144.9569
2790000,3,180,120.0,-37.7961,144.9538
755000,3,294,110.0,-37.7215,144.9251
750000,2,531,,-37.7189,144.9508
999000,2,587,95.0,-37.7306,144.9357
800000,3,793,,-37.7182,144.9506
800000,4,593,131.0,-37.7278,144.9463
806000,3,488,,-37.7253,144.9467
770000,4,596,130.0,-37.7195,144.9456
496000,2,136,,-37.7218,144.9406
585000,3,0,129.0,-37.7243,144.9473
540000,2,240,,-37.7217,144.924
708000,3,321,94.0,-37.7242,144.9424
497000,2,123,,-37.7181,144.9322
800000,3,506,,-37.7187,144.9433
1395000,4,590,,-37.7302,144.9357
427500,2,134,75.0,-37.7216,144.9292
560000,3,141,94.0,-37.7177,144.9328
1410000,5,1004,,-37.7321,144.9353
520000,2,0,82.0,-37.7324,144.9377
1017500,3,620,,-37.7303,144.9445
910000,2,602,,-37.724,144.9447
958000,5,706,166.0,-37.7328,144.9281
770000,3,603,,-37.7186,144.9318
1400000,3,92,105.0,-37.8368,144.9463
520000,2,2166,54.0,-37.8415,144.9412
1332000,2,288,,-37.8366,144.923
801000,2,0,90.0,-37.84,144.939
2400000,3,368,226.0,-37.8323,144.9463
575000,2,7159,61.0,-37.841,144.9386
950000,2,98,,-37.8392,144.9257
730000,2,0,,-37.842,144.9413
1110000,2,0,,-37.8427,144.9378
2250000,2,0,,-37.8444,144.9421
2700000,4,317,156.0,-37.8346,144.9358
1375000,4,190,,-37.833,144.9377
600000,2,0,61.0,-37.8443,144.9442
1030000,2,21715,99.0,-37.8424,144.9449
1251000,3,195,,-37.851,145.0055
1305000,2,210,,-37.8551,145.0058
550000,1,0,,-37.8516,144.9943
645000,2,2842,84.0,-37.8513,144.9943
550000,2,72,69.0,-37.8542,145.0024
410000,1,0,,-37.8529,145.0103
690000,2,1146,,-37.8597,145.0093
630000,2,0,59.0,-37.8538,145.0088
685000,2,8220,87.0,-37.8508,144.9874
570000,2,479,,-37.8489,144.9903
860000,1,108,54.0,-37.8508,145.0051
880000,3,249,,-37.859,145.0038
475000,2,0,,-37.8519,144.9948
888000,2,0,,-37.849,145.0088
413000,2,0,,-37.7499,145.0031
1190000,3,572,118.0,-37.736,145.0033
2000000,2,465,,-37.7424,145.0026
1045000,3,513,,-37.7505,144.991
1121000,3,604,123.0,-37.7438,144.9971
715000,3,210,,-37.7317,145.0083
1200000,4,466,,-37.731,145.0115
917500,3,472,123.0,-37.7336,145.0022
770000,4,494,,-37.7386,145.0234
800000,3,319,124.0,-37.7334,144.9873
1075000,4,521,146.0,-37.7506,144.99
1015000,3,511,,-37.7377,144.9911
880000,3,242,103.6,-37.7506,145.0185
1020000,3,670,140.0,-37.7353,145.0232
1000000,3,624,145.0,-37.7373,144.9864
1010000,3,533,,-37.7336,145.0168
1110000,4,556,,-37.7489,144.9861
800000,2,405,,-37.7356,145.0087
910000,3,674,90.0,-37.7341,145.0275
1215000,3,690,,-37.7452,145.0192
2300000,2,465,,-37.7424,145.0026
1108000,2,258,,-37.7521,145.0071
801000,3,620,,-37.7305,144.9856
1010000,3,486,,-37.7341,145.0096
690000,3,581,90.0,-37.7536,145.0191
630000,2,319,,-37.7442,144.9958
1100000,3,637,124.0,-37.7344,145.0208
1055000,3,575,,-37.7288,144.9849
560000,2,196,,-37.7362,144.9885
385000,1,896,65.0,-37.7316,145.0201
741000,4,659,,-37.7148,145.019
725000,3,547,,-37.7039,145.0226
615000,3,320,,-37.7018,145.0134
406000,2,0,,-37.7093,145.0083
1010000,3,649,,-37.7258,145.0113
852000,2,705,,-37.712,145.0205
595000,3,490,116.0,-37.7152,144.9817
665000,3,874,,-37.6982,145.0043
631000,3,267,,-37.714,145.007
905000,4,696,142.0,-37.7074,145.0276
845000,5,676,100.0,-37.7114,145.021
815000,3,213,1.0,-37.7085,145.018
770000,4,697,213.0,-37.701,144.9993
935000,2,537,,-37.7269,144.988
610000,3,435,102.0,-37.7054,144.9945
861500,2,419,100.0,-37.721,145.016
801000,3,551,115.0,-37.7194,145.0015
1150000,4,928,,-37.7179,144.9908
760000,3,567,,-37.7236,144.9876
490000,2,143,85.0,-37.6955,145.0097
605000,3,371,112.0,-37.7068,145.0193
652000,2,254,93.0,-37.7071,145.0108
615000,2,202,,-37.7199,145.0091
407000,1,108,,-37.7196,145.0092
930000,4,635,,-37.7205,145.0165
741000,3,257,120.0,-37.7218,145.0231
375000,2,101,67.0,-37.7091,145.0259
1005000,4,768,,-37.6947,144.9851
800000,4,605,,-37.7051,145.0331
395000,2,166,,-37.6986,145.024
1025000,2,715,,-37.7302,145.0129
505000,2,110,1.0,-37.7216,145.0099
950000,2,150,,-37.8191,144.9977
1110000,2,166,,-37.8172,145.0053
950000,2,113,118.0,-37.8119,144.9947
1226000,2,826,99.0,-37.821,145.0054
500000,1,2044,,-37.817,144.9955
1214000,3,176,106.0,-37.8162,145.006
370000,1,3512,,-37.8183,144.9979
790000,3,0,90.0,-37.833,144.997
1400000,3,848,,-37.8235,144.9963
500000,2,0,,-37.8175,144.9974
1090000,2,0,137.0,-37.8151,145.0003
1785000,3,240,115.0,-37.8221,144.9964
560000,2,7455,65.0,-37.822,145.0104
690000,2,760,,-37.825,144.9976
1050000,2,134,63.7,-37.817,145.0058
2060000,3,181,,-37.8161,145.0037
860000,2,111,,-37.8108,144.9955
1052000,3,0,100.0,-37.8221,144.9988
3000000,3,230,204.0,-37.8213,144.9948
1330000,3,154,95.0,-37.8264,145.0123
630000,2,3512,,-37.8183,144.9979
1210000,2,178,,-37.8226,145.0064
911000,1,126,77.0,-37.8259,145.0107
1590000,3,318,,-37.8225,145.0096
1380000,4,607,,-37.7334,145.0631
1150000,4,672,,-37.7438,145.0769
1160000,4,613,,-37.7323,145.0692
615000,2,190,105.0,-37.7437,145.0729
940000,3,581,,-37.7399,145.0681
665000,2,269,80.0,-37.8026,144.8882
950000,3,220,,-37.8077,144.8883
1085000,2,249,,-37.8052,144.8879
847000,3,205,,-37.8053,144.8967
785000,2,116,,-37.8046,144.891
2240000,3,197,168.0,-37.8395,144.9489
2050000,3,230,,-37.8373,144.9527
460000,1,0,42.0,-37.8344,144.9581
650000,2,438,2.0,-37.8353,144.9599
1100000,2,327,75.0,-37.8351,144.964
1820000,3,204,105.0,-37.8365,144.9497
1780000,3,202,,-37.837,144.9585
1024000,2,102,,-37.8355,144.9675
680000,3,0,110.87,-37.8309,144.9686
1150000,2,91,,-37.836,144.9638
710000,3,0,150.0,-37.8319,144.9682
1320000,3,15,15.0,-37.8398,144.9945
537000,1,0,,-37.8361,144.9966
800000,2,0,,-37.8361,144.9966
410000,1,0,,-37.8378,144.9883
499000,2,0,,-37.8452,145.0001
1214000,2,161,82.0,-37.8454,144.9891
485000,2,5467,73.0,-37.8406,145.0035
920000,3,0,,-37.836,144.9782
615000,2,0,,-37.837,144.9907
642000,2,595,,-37.8422,144.9855
3475000,3,296,,-37.8366,144.9882
1710000,2,208,145.0,-37.8433,145.0024
851000,2,284,,-37.8471,145.0019
2030000,3,201,,-37.8428,144.9877
1405000,2,219,,-37.8424,144.9867
850000,2,17200,,-37.8361,144.9966
792500,2,0,106.0,-37.8383,144.9995
390500,1,775,46.0,-37.8354,144.984
2050000,3,3197,,-37.8446,144.9844
595000,2,0,,-37.8447,145.0037
346000,1,678,,-37.8585,144.983
520000,1,2422,,-37.8644,144.9741
320000,1,1036,,-37.8607,144.9873
610500,2,2920,84.0,-37.8709,144.9807
350000,1,1236,,-37.8585,144.9884
1120000,2,135,74.0,-37.8661,144.9802
1077000,2,455,98.0,-37.8636,144.9749
1301000,2,165,97.0,-37.8658,144.9774
1440000,2,194,112.0,-37.8658,144.9795
680000,2,0,,-37.859,144.9816
1361000,3,246,,-37.8635,144.991
1000000,3,0,115.0,-37.8718,144.9767
902000,2,18,,-37.8624,144.9823
1190000,3,460,140.0,-37.8623,144.9772
920000,2,190,,-37.8579,144.9844
482000,2,0,54.0,-37.857,144.9867
2260000,4,297,,-37.8729,144.9794
810000,4,543,137.0,-37.7199,144.9044
1021000,3,371,183.0,-37.7229,144.9055
925000,3,555,293.0,-37.7345,144.9228
910000,5,533,204.0,-37.7189,144.9044
900000,3,531,,-37.7192,144.9045
995000,3,653,,-37.7296,144.9225
1150000,5,702,,-37.7253,144.9146
940000,3,572,190.0,-37.7966,144.8256
726000,4,567,95.0,-37.7866,144.8458
950000,3,725,,-37.7918,144.8419
760000,4,650,,-37.7867,144.8437
990000,4,654,189.0,-37.7803,144.8415
651500,3,555,,-37.7988,144.822
970000,4,615,,-37.785,144.8383
841000,3,557,,-37.7811,144.8373
710000,3,483,93.84,-37.7875,144.8456
840000,3,462,108.0,-37.7894,144.8383
660000,3,660,,-37.7954,144.8246
692000,3,485,,-37.7868,144.8428
830000,3,608,,-37.7743,144.8446
600000,3,465,,-37.7549,144.8304
718000,3,551,,-37.771,144.8389
775000,4,665,147.0,-37.7662,144.8383
490000,3,546,145.0,-37.7676,144.8307
716000,3,534,120.0,-37.7886,144.821
511000,3,519,,-37.7997,144.7968
515000,4,332,159.0,-37.7962,144.8064
530000,3,573,119.0,-37.8017,144.8258
685000,4,572,184.0,-37.7912,144.7979
700000,3,701,,-37.7889,144.8047
521000,3,134,124.45,-37.79,144.7886
571000,3,757,100.0,-37.7845,144.8088
710000,3,990,,-37.7928,144.8068
682000,2,119,,-37.8271,145.1032
825000,2,180,85.0,-37.8351,145.103
1525000,3,347,195.0,-37.8323,145.105
1260000,2,269,124.0,-37.8201,145.0887
2360000,4,764,265.0,-37.818,145.0946
1250000,2,323,96.0,-37.823,145.0993
1490000,4,605,,-37.8292,145.1053
1600000,4,600,186.0,-37.8327,145.0976
1652000,3,368,150.0,-37.8176,145.0882
2370000,4,773,300.0,-37.8263,145.0911
940000,3,281,,-37.7586,145.1211
1503500,3,907,,-37.7628,145.1185
950000,3,306,,-37.7658,145.1014
1370000,3,743,,-37.7703,145.1086
1181000,4,805,,-37.7565,145.1067
1385000,3,745,,-37.769,145.1108
1180000,3,655,,-37.7685,145.1026
1302000,4,650,,-37.7686,145.1023
1775000,5,501,,-37.762,145.1244
1750000,3,712,,-37.7598,145.0118
1345000,3,584,,-37.7555,145.0152
1080000,3,408,,-37.7573,145.0083
1195000,3,463,131.0,-37.7593,144.9885
716000,2,0,87.0,-37.7554,144.982
865000,3,194,,-37.7538,144.9991
462000,2,0,,-37.7561,145.0067
1100000,3,359,,-37.7551,144.9916
1635000,4,464,,-37.7579,145.0169
998000,3,0,166.0,-37.7579,145.0
600000,2,0,59.0,-37.7549,144.9979
1346000,3,349,130.0,-37.7544,144.998
1130000,3,381,,-37.7575,145.0128
1275000,3,517,115.0,-37.7638,145.0182
1200000,3,447,,-37.7622,145.0074
915000,2,502,,-37.7541,145.016
300000,1,948,,-37.7577,145.0151
880000,3,242,117.0,-37.7639,145.0135
960000,2,158,133.0,-37.7587,144.9881
1260000,2,317,96.0,-37.7606,144.9995
1100000,3,330,132.0,-37.7629,145.0165
810000,3,667,,-37.743,145.0839
1140000,4,863,,-37.7317,145.0952
1003000,4,619,,-37.7355,145.0928
1155000,4,780,217.0,-37.7308,145.0932
880000,3,555,,-37.713,145.0894
826000,5,545,132.0,-37.705,145.0825
952000,4,729,,-37.711,145.081
677500,3,245,,-37.716,145.0769
761000,4,696,123.0,-37.7054,145.0809
715000,3,312,,-37.7031,145.0773
932500,4,585,180.0,-37.7154,145.0777
895000,3,775,,-37.7075,145.0807
1435000,4,523,244.0,-37.798,144.8728
470000,2,0,77.0,-37.8088,144.8715
502000,2,2701,79.0,-37.8109,144.8684
580000,2,183,104.0,-37.7968,144.8708
375000,1,60,,-37.7971,144.8703
650000,2,452,,-37.804,144.8772
815000,3,203,3.0,-37.7928,144.8811
970000,4,528,143.0,-37.7969,144.8647
1325000,4,525,188.0,-37.7994,144.8763
890000,3,334,,-37.7916,144.8762
900000,3,218,,-37.7963,144.8801
266000,2,1059,65.0,-37.8062,144.8665
830000,3,370,,-37.7916,144.8715
888000,2,401,113.81,-37.7903,144.8703
1040000,3,330,,-37.7961,144.8815
490000,2,117,,-37.7968,144.8735
935000,3,325,102.0,-37.7922,144.8818
975000,3,318,,-37.7955,144.8713
185000,1,0,,-37.798,144.8672
2165000,4,450,190.0,-37.861,144.8985
1245000,3,292,117.0,-37.8575,144.8922
2075000,4,324,229.0,-37.8622,144.8884
543000,2,0,78.0,-37.8536,144.8981
1150000,3,308,120.0,-37.8526,144.895
1290000,3,273,,-37.8651,144.8986
1000000,2,447,,-37.8602,144.8997
2040000,5,531,288.0,-37.8629,144.8781
1412000,4,551,,-37.8579,144.8786
465000,2,0,78.0,-37.8589,144.8921
855000,2,160,,-37.8546,144.8883
550000,2,0,65.0,-37.8685,144.9058
490000,2,0,,-37.8588,144.8919
1200000,4,183,191.0,-37.8566,144.8737
1330000,3,184,,-37.8629,144.8896
1500000,4,450,,-37.8617,144.8786
1630000,4,260,,-37.8657,144.8942
935000,3,212,,-37.8143,144.8883
990000,3,340,119.0,-37.8227,144.8827
950000,2,94,,-37.8167,144.888
1196000,2,451,,-37.8178,144.8752
470000,2,79,,-37.8226,144.8842
1131500,3,248,,-37.8157,144.8925
2035000,4,607,201.0,-37.8128,144.8905
935000,3,198,98.0,-37.8194,144.8914
892000,3,449,106.76,-37.8195,144.8766
985500,4,445,139.0,-37.8228,144.8769
650000,2,0,92.0,-37.8161,144.8967
1070000,3,257,,-37.813,144.8703
397000,2,0,68.0,-37.8128,144.8953
1035000,2,469,,-37.8184,144.872
1370000,3,389,,-37.8181,144.8882
650000,2,304,81.0,-37.8122,144.8671
820000,2,211,,-37.812,144.8865
750000,3,390,126.0,-37.8227,144.8955
497600,2,0,,-37.8167,144.8936
970000,3,354,135.0,-37.8212,144.8937
1256000,2,531,111.0,-37.8158,144.8707
1120000,3,152,170.0,-37.811,144.8889
1425000,3,305,220.0,-37.8149,144.8942
872500,3,189,85.0,-37.8145,144.8808
1455000,4,328,140.0,-37.8097,144.8906
331000,1,0,54.0,-37.8105,144.8952
950000,3,287,210.68,-37.8233,144.8825
1000000,3,198,98.0,-37.8025,144.9939
870000,2,0,86.0,-37.8055,144.9961
1050000,2,129,128.0,-37.8099,145.0027
1242000,2,249,98.0,-37.8052,144.9963
1165000,3,92,114.0,-37.797,144.9957
872500,3,594,,-37.7203,144.8757
720000,3,305,136.0,-37.7284,144.8874
985000,3,841,,-37.7251,144.8785
510000,3,488,217.0,-37.7191,144.8857
480000,2,128,92.0,-37.7216,144.8837
800000,4,689,128.0,-37.7776,144.8167
420000,2,192,88.0,-37.7832,144.8275
700000,3,697,,-37.7841,144.8169
580000,3,250,129.0,-37.7798,144.8156
200000,1,1175,35.0,-37.7849,144.8272
